store_id,store,zip,price_date,source_name,source_url,price_type,eggs,milk,bread,chicken_lb,avocados_lb,bananas_lb,tomatoes_lb,strawberries_lb,collard_greens_bunch,notes,zip_target_search_url
757811,HAPPIER GROCERY,10013,,ZIP-targeted web search (manual verify),https://duckduckgo.com/?q=%22HAPPIER%20GROCERY%22%20%2210013%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29,advertised,,,,,,,,,,"Second-pass ZIP-targeted search URL. Open link, verify official store ad/circular, then replace with confirmed source URL.",https://duckduckgo.com/?q=%22HAPPIER%20GROCERY%22%20%2210013%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29
739956,HENG XING GROCERY STORE,10013,,ZIP-targeted web search (manual verify),https://duckduckgo.com/?q=%22HENG%20XING%20GROCERY%20STORE%22%20%2210013%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29,advertised,,,,,,,,,,"Second-pass ZIP-targeted search URL. Open link, verify official store ad/circular, then replace with confirmed source URL.",https://duckduckgo.com/?q=%22HENG%20XING%20GROCERY%20STORE%22%20%2210013%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29
627954,HONG KONG SUPERMARKET,10013,,ZIP-targeted web search (manual verify),https://duckduckgo.com/?q=%22HONG%20KONG%20SUPERMARKET%22%20%2210013%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29,advertised,,,,,,,,,,"Second-pass ZIP-targeted search URL. Open link, verify official store ad/circular, then replace with confirmed source URL.",https://duckduckgo.com/?q=%22HONG%20KONG%20SUPERMARKET%22%20%2210013%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29
627947,SUN VIN GROCERY,10013,,ZIP-targeted web search (manual verify),https://duckduckgo.com/?q=%22SUN%20VIN%20GROCERY%22%20%2210013%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29,advertised,,,,,,,,,,"Second-pass ZIP-targeted search URL. Open link, verify official store ad/circular, then replace with confirmed source URL.",https://duckduckgo.com/?q=%22SUN%20VIN%20GROCERY%22%20%2210013%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29
728784,TRADER JOES #539,10013,2026-05-23,Trader Joe's Fearless Flyer,https://www.traderjoes.com/home/fearless-flyer,advertised,,,,,,,,,,Matched to chain circular/weekly-ad source.,https://duckduckgo.com/?q=%22TRADER%20JOES%20%23539%22%20%2210013%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29
727280,D'AGOSTINO SUPERMARKET #550,10016,,ZIP-targeted web search (manual verify),https://duckduckgo.com/?q=%22D%27AGOSTINO%20SUPERMARKET%20%23550%22%20%2210016%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29,advertised,,,,,,,,,,"Second-pass ZIP-targeted search URL. Open link, verify official store ad/circular, then replace with confirmed source URL.",https://duckduckgo.com/?q=%22D%27AGOSTINO%20SUPERMARKET%20%23550%22%20%2210016%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29
742908,FAIRWAY MARKET OF KIPS BAY,10016,2026-05-23,Fairway Weekly Circular,https://www.fairwaymarket.com/circulars,advertised,,,,,,,,,,Matched to chain circular/weekly-ad source.,https://duckduckgo.com/?q=%22FAIRWAY%20MARKET%20OF%20KIPS%20BAY%22%20%2210016%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29
743305,SUSHILUX@FAIRWAY MKT,10016,2026-05-23,Fairway Weekly Circular,https://www.fairwaymarket.com/circulars,advertised,,,,,,,,,,Matched to chain circular/weekly-ad source.,https://duckduckgo.com/?q=%22SUSHILUX%40FAIRWAY%20MKT%22%20%2210016%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29
725759,TRADER JOES #544,10016,2026-05-23,Trader Joe's Fearless Flyer,https://www.traderjoes.com/home/fearless-flyer,advertised,,,,,,,,,,Matched to chain circular/weekly-ad source.,https://duckduckgo.com/?q=%22TRADER%20JOES%20%23544%22%20%2210016%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29
751686,WHOLE FOODS MARKET,10016,2026-05-23,Whole Foods Weekly Sales,https://www.wholefoodsmarket.com/sales-flyer,advertised,,,,,,,,,,Matched to chain circular/weekly-ad source.,https://duckduckgo.com/?q=%22WHOLE%20FOODS%20MARKET%22%20%2210016%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29
